Match_ID,Date,Venue,Team_A,Team_B,Stage,Team_A_Ranking,Team_B_Ranking,Team_A_Form,Team_B_Form,HeadToHead_A_Wins,HeadToHead_B_Wins,Venue_HomeAdvantage_A,Venue_HomeAdvantage_B,Pitch_Type,Avg_T20_Score_Venue,Toss_Winner,Toss_Decision,Team_A_Tech_Index,Team_B_Tech_Index,Match_Total,Winner,Team_A_encoded,Team_B_encoded,Venue_encoded,Stage_encoded,Pitch_Type_encoded,Toss_Winner_encoded,Toss_Decision_encoded,Toss_Winner_Binary,Toss_Decision_Binary,Winner_Binary
M0131,2/19/2026,Delhi,Namibia,Zimbabwe,Super8,15,14,58.45,75.63,3,1,0,0,Pace-Friendly,170,Team_A,Bat,143.79,166.42,183,Team_B,7,19,3,3,1,0,0,1,0,0
M0132,3/2/2026,Kolkata,West Indies,Pakistan,Group,7,4,80.09,59.59,9,5,0,0,Spin-Friendly,165,Team_A,Field,241.32,259.94,151,Team_B,18,13,5,1,2,0,1,1,1,0
M0133,2/26/2026,Chennai,Bangladesh,USA,Group,10,17,63.33,41.0,7,2,0,0,Spin-Friendly,155,Team_B,Bat,199.09,98.82,147,Team_A,2,17,1,1,2,1,0,0,0,1
M0134,2/22/2026,Kandy,PNG,Namibia,Group,20,15,40.69,31.65,12,16,0,0,Pace-Friendly,162,Team_A,Bat,67.05,129.9,111,Team_B,12,7,4,1,1,0,0,1,0,0
M0135,3/3/2026,Chennai,Ireland,New Zealand,Group,12,5,62.4,66.98,4,5,0,0,Spin-Friendly,155,Team_B,Field,181.37,260.66,123,Team_B,6,10,1,1,2,1,1,0,1,0
M0136,3/4/2026,Kolkata,South Africa,Ireland,Group,6,12,68.85,64.33,12,7,0,0,Spin-Friendly,165,Team_A,Field,228.65,168.8,160,Team_A,15,6,5,1,2,0,1,1,1,1
M0137,2/24/2026,Mumbai,India,England,Group,1,3,77.59,79.52,18,11,1,0,Flat,175,Team_A,Field,309.38,290.49,180,Team_A,5,4,6,1,0,0,1,1,1,1
M0138,3/3/2026,Ahmedabad,Afghanistan,Nepal,Super8,8,19,71.06,43.71,5,0,0,0,Flat,180,Team_B,Bat,223.8,87.36,200,Team_A,0,8,0,3,0,1,0,0,0,1
M0139,3/8/2026,Ahmedabad,Nepal,South Africa,Group,19,6,50.43,83.29,0,7,0,0,Flat,180,Team_B,Field,100.42,270.42,166,Team_B,8,15,0,1,0,1,1,0,1,0
M0140,2/23/2026,Chennai,India,West Indies,Group,1,7,83.75,60.43,7,4,1,0,Spin-Friendly,155,Team_A,Bat,317.43,213.78,142,Team_A,5,18,1,1,2,0,0,1,0,1
M0141,3/8/2026,Mumbai,West Indies,Afghanistan,Group,7,8,76.41,59.47,2,1,0,0,Flat,175,Team_B,Field,245.79,209.27,160,Team_A,18,0,6,1,0,1,1,0,1,1
M0142,2/22/2026,Kandy,West Indies,Oman,Group,7,16,92.72,45.04,17,5,0,0,Pace-Friendly,162,Team_A,Field,270.61,120.44,149,Team_A,18,11,4,1,1,0,1,1,1,1
M0143,2/7/2026,Ahmedabad,Nepal,England,Group,19,3,43.96,64.42,1,7,0,0,Flat,180,Team_A,Field,88.16,291.47,170,Team_B,8,4,0,1,0,0,1,1,1,0
M0144,2/20/2026,Delhi,USA,India,Group,17,1,45.31,79.14,0,3,0,1,Pace-Friendly,170,Team_B,Bat,99.7,308.09,209,Team_B,17,5,3,1,1,1,0,0,0,0
M0145,3/4/2026,Colombo,Netherlands,Oman,Group,11,16,54.29,55.73,14,5,0,0,Spin-Friendly,160,Team_B,Bat,177.29,117.34,186,Team_B,9,11,2,1,2,1,0,0,0,0
M0146,2/7/2026,Delhi,Afghanistan,Oman,Group,8,16,69.93,56.81,12,8,0,0,Pace-Friendly,170,Team_A,Field,228.33,124.53,189,Team_A,0,11,3,1,1,0,1,1,1,1
M0147,2/14/2026,Mumbai,Ireland,USA,SemiFinal,12,17,78.75,41.11,11,7,0,0,Flat,175,Team_B,Bat,191.4,105.14,159,Team_A,6,17,6,2,0,1,0,0,0,1
M0148,2/9/2026,Mumbai,PNG,New Zealand,Group,20,5,48.19,83.29,4,26,0,0,Flat,175,Team_A,Bat,92.81,278.78,183,Team_B,12,10,6,1,0,0,0,1,0,0
M0149,2/15/2026,Mumbai,Scotland,West Indies,Group,13,7,62.14,57.77,5,18,0,0,Flat,175,Team_A,Bat,176.06,228.49,207,Team_A,14,18,6,1,0,0,0,1,0,1
M0150,2/27/2026,Colombo,West Indies,Namibia,Group,7,15,49.36,42.98,2,1,0,0,Spin-Friendly,160,Team_B,Bat,215.95,130.16,169,Team_A,18,7,2,1,2,1,0,0,0,1
M0151,2/12/2026,Colombo,India,Canada,Group,1,18,90.79,45.61,22,4,0,0,Spin-Friendly,160,Team_B,Field,311.72,87.43,164,Team_A,5,3,2,1,2,1,1,0,1,1
M0152,2/9/2026,Kolkata,Pakistan,New Zealand,Group,4,5,79.33,59.46,11,11,0,0,Spin-Friendly,165,Team_B,Bat,273.12,245.83,173,Team_A,13,10,5,1,2,1,0,0,0,1
M0153,2/17/2026,Ahmedabad,South Africa,England,Group,6,3,64.5,69.28,17,12,0,0,Flat,180,Team_B,Bat,250.29,279.75,165,Team_B,15,4,0,1,0,1,0,0,0,0
M0154,2/8/2026,Mumbai,PNG,South Africa,SemiFinal,20,6,40.43,80.62,4,20,0,0,Flat,175,Team_A,Bat,80.42,249.91,156,Team_B,12,15,6,2,0,0,0,1,0,0
M0155,2/17/2026,Colombo,Pakistan,Bangladesh,Group,4,10,61.05,73.61,4,4,0,0,Spin-Friendly,160,Team_A,Field,247.41,211.03,131,Team_A,13,2,2,1,2,0,1,1,1,1
M0156,3/7/2026,Chennai,England,New Zealand,Group,3,5,73.41,84.34,18,12,0,0,Spin-Friendly,155,Team_B,Bat,291.41,274.34,142,Team_A,4,10,1,1,2,1,0,0,0,1
M0157,3/8/2026,Mumbai,Nepal,Australia,Group,19,2,40.78,95.0,3,22,0,0,Flat,175,Team_B,Field,83.68,329.39,178,Team_B,8,1,6,1,0,1,1,0,1,0
M0158,3/5/2026,Delhi,Australia,Pakistan,Group,2,4,74.73,68.49,4,1,0,0,Pace-Friendly,170,Team_B,Bat,304.55,270.91,183,Team_A,1,13,3,1,1,1,0,0,0,1
M0159,2/21/2026,Mumbai,Zimbabwe,Bangladesh,Group,14,10,54.79,42.02,4,15,0,0,Flat,175,Team_B,Bat,149.9,180.44,198,Team_B,19,2,6,1,0,1,0,0,0,0
M0160,3/6/2026,Colombo,USA,Canada,Group,17,18,26.99,75.38,14,15,0,0,Spin-Friendly,160,Team_B,Field,92.66,113.46,140,Team_B,17,3,2,1,2,1,1,0,1,0
M0161,2/8/2026,Kandy,West Indies,South Africa,Group,7,6,61.76,89.14,2,0,0,0,Pace-Friendly,162,Team_B,Bat,237.74,265.0,203,Team_B,18,15,4,1,1,1,0,0,0,0
M0162,2/11/2026,Ahmedabad,PNG,Pakistan,Group,20,4,51.63,77.08,3,24,0,0,Flat,180,Team_B,Bat,91.27,288.57,173,Team_B,12,13,0,1,0,1,0,0,0,0
M0163,2/18/2026,Mumbai,Netherlands,Pakistan,Group,11,4,76.33,62.54,2,10,0,0,Flat,175,Team_A,Bat,210.38,262.52,210,Team_B,9,13,6,1,0,0,0,1,0,0
M0164,2/21/2026,Mumbai,Sri Lanka,New Zealand,Group,9,5,69.64,75.56,9,15,0,0,Flat,175,Team_A,Bat,223.16,257.73,200,Team_B,16,10,6,1,0,0,0,1,0,0
M0165,2/15/2026,Colombo,Australia,England,Group,2,3,75.02,89.76,2,5,0,0,Spin-Friendly,160,Team_A,Bat,289.99,287.53,113,Team_A,1,4,2,1,2,0,0,1,0,1
M0166,2/10/2026,Delhi,Sri Lanka,Afghanistan,Group,9,8,55.15,81.53,4,4,0,0,Pace-Friendly,170,Team_B,Field,194.04,220.94,207,Team_A,16,0,3,1,1,1,1,0,1,1
M0167,3/8/2026,Colombo,USA,Zimbabwe,Group,17,14,41.12,76.52,6,9,0,0,Spin-Friendly,160,Team_A,Bat,98.39,175.13,152,Team_B,17,19,2,1,2,0,0,1,0,0
M0168,2/21/2026,Colombo,Pakistan,Ireland,Group,4,12,62.43,42.67,2,0,0,0,Spin-Friendly,160,Team_B,Field,269.41,172.19,178,Team_A,13,6,2,1,2,1,1,0,1,1
M0169,3/7/2026,Mumbai,Nepal,Ireland,Group,19,12,49.95,66.53,5,4,0,0,Flat,175,Team_A,Field,87.93,185.27,182,Team_B,8,6,6,1,0,0,1,1,1,0
M0170,2/18/2026,Kandy,Bangladesh,Sri Lanka,Group,10,9,61.66,54.5,6,10,0,1,Pace-Friendly,162,Team_A,Bat,188.55,189.67,195,Team_A,2,16,4,1,1,0,0,1,0,1
M0171,2/22/2026,Kandy,Sri Lanka,Nepal,Group,9,19,73.18,28.29,0,0,1,0,Pace-Friendly,162,Team_B,Field,212.36,55.6,157,Team_A,16,8,4,1,1,1,1,0,1,1
M0172,2/11/2026,Delhi,South Africa,New Zealand,Group,6,5,60.31,77.51,9,10,0,0,Pace-Friendly,170,Team_A,Bat,238.7,272.07,164,Team_B,15,10,3,1,1,0,0,1,0,0
M0173,2/23/2026,Chennai,Namibia,Scotland,Group,15,13,51.8,61.52,7,6,0,0,Spin-Friendly,155,Team_B,Field,125.97,161.23,155,Team_A,7,14,1,1,2,1,1,0,1,1
M0174,2/9/2026,Colombo,Zimbabwe,Pakistan,Group,14,4,66.06,77.84,5,9,0,0,Spin-Friendly,160,Team_B,Field,150.05,271.34,166,Team_B,19,13,2,1,2,1,1,0,1,0
M0175,2/24/2026,Kandy,USA,Pakistan,Group,17,4,35.56,67.07,5,15,0,0,Pace-Friendly,162,Team_A,Field,104.38,264.59,168,Team_B,17,13,4,1,1,0,1,1,1,0
M0176,2/8/2026,Kandy,Ireland,Afghanistan,Group,12,8,60.39,58.18,10,16,0,0,Pace-Friendly,162,Team_A,Field,166.49,210.66,177,Team_B,6,0,4,1,1,0,1,1,1,0
M0177,2/14/2026,Colombo,Afghanistan,Canada,Group,8,18,64.15,44.7,11,0,0,0,Spin-Friendly,160,Team_B,Field,235.94,104.09,138,Team_A,0,3,2,1,2,1,1,0,1,1
M0178,2/15/2026,Delhi,West Indies,England,Group,7,3,82.59,59.15,2,2,0,0,Pace-Friendly,170,Team_B,Field,247.77,285.06,180,Team_A,18,4,3,1,1,1,1,0,1,1
M0179,2/25/2026,Delhi,Netherlands,Afghanistan,Group,11,8,65.69,82.28,1,3,0,0,Pace-Friendly,170,Team_A,Field,182.88,226.59,159,Team_B,9,0,3,1,1,0,1,1,1,0
M0180,3/8/2026,Kandy,Oman,Bangladesh,Super8,16,10,42.41,62.33,8,10,0,0,Pace-Friendly,162,Team_A,Field,116.28,184.69,180,Team_A,11,2,4,3,1,0,1,1,1,1
M0181,3/3/2026,Colombo,West Indies,Canada,Group,7,18,48.06,49.74,15,3,0,0,Spin-Friendly,160,Team_B,Field,218.42,111.71,179,Team_A,18,3,2,1,2,1,1,0,1,1
M0182,2/7/2026,Colombo,Sri Lanka,Namibia,Group,9,15,64.96,45.19,7,8,1,0,Spin-Friendly,160,Team_B,Field,220.47,116.63,128,Team_A,16,7,2,1,2,1,1,0,1,1
M0183,2/28/2026,Kandy,Ireland,Namibia,Group,12,15,56.89,42.96,6,6,0,0,Pace-Friendly,162,Team_B,Field,183.0,116.44,130,Team_A,6,7,4,1,1,1,1,0,1,1
M0184,2/22/2026,Chennai,Afghanistan,Bangladesh,Group,8,10,66.73,69.8,6,8,0,0,Spin-Friendly,155,Team_A,Bat,247.28,212.55,149,Team_A,0,2,1,1,2,0,0,1,0,1
M0185,3/2/2026,Mumbai,USA,New Zealand,Group,17,5,49.34,70.48,7,20,0,0,Flat,175,Team_B,Field,103.17,255.36,162,Team_B,17,10,6,1,0,1,1,0,1,0
M0186,2/10/2026,Delhi,Netherlands,Nepal,Group,11,19,60.87,51.08,8,2,0,0,Pace-Friendly,170,Team_A,Field,178.04,73.86,219,Team_A,9,8,3,1,1,0,1,1,1,1
M0187,2/8/2026,Ahmedabad,Bangladesh,Nepal,SemiFinal,10,19,61.94,52.38,3,6,0,0,Flat,180,Team_B,Field,193.66,96.1,195,Team_A,2,8,0,2,0,1,1,0,1,1
M0188,3/5/2026,Kolkata,Netherlands,Bangladesh,Group,11,10,65.68,68.0,4,6,0,0,Spin-Friendly,165,Team_B,Bat,185.08,201.55,153,Team_A,9,2,5,1,2,1,0,0,0,1
M0189,2/22/2026,Chennai,Oman,Zimbabwe,Group,16,14,50.28,53.91,14,14,0,0,Spin-Friendly,155,Team_B,Field,116.48,145.09,171,Team_A,11,19,1,1,2,1,1,0,1,1
M0190,2/14/2026,Chennai,Afghanistan,Namibia,Group,8,15,59.5,57.3,4,2,0,0,Spin-Friendly,155,Team_B,Bat,212.97,133.66,142,Team_A,0,7,1,1,2,1,0,0,0,1
M0191,2/14/2026,Delhi,USA,New Zealand,Group,17,5,48.57,77.3,7,13,0,0,Pace-Friendly,170,Team_A,Bat,96.55,264.12,146,Team_B,17,10,3,1,1,0,0,1,0,0
M0192,2/28/2026,Ahmedabad,Netherlands,Bangladesh,SemiFinal,11,10,62.83,54.07,9,15,0,0,Flat,180,Team_A,Bat,201.08,198.62,210,Team_B,9,2,0,2,0,0,0,1,0,0
M0193,2/27/2026,Chennai,Scotland,New Zealand,Group,13,5,57.49,68.63,14,15,0,0,Spin-Friendly,155,Team_B,Field,152.18,248.54,129,Team_B,14,10,1,1,2,1,1,0,1,0
M0194,2/16/2026,Mumbai,Canada,Australia,Group,18,2,49.02,71.72,0,20,0,0,Flat,175,Team_A,Field,101.91,295.75,201,Team_B,3,1,6,1,0,0,1,1,1,0
M0195,3/2/2026,Delhi,USA,Ireland,Group,17,12,57.5,43.15,9,14,0,0,Pace-Friendly,170,Team_A,Field,111.54,157.08,186,Team_A,17,6,3,1,1,0,1,1,1,1
M0196,3/8/2026,Kolkata,USA,Afghanistan,Group,17,8,42.93,54.29,7,22,0,0,Spin-Friendly,165,Team_A,Field,104.06,222.36,103,Team_B,17,0,5,1,2,0,1,1,1,0
M0197,3/6/2026,Colombo,India,Canada,Group,1,18,74.54,49.92,27,2,0,0,Spin-Friendly,160,Team_B,Field,300.58,96.07,165,Team_A,5,3,2,1,2,1,1,0,1,1
M0198,3/8/2026,Ahmedabad,Nepal,South Africa,Group,19,6,32.07,69.6,1,9,0,0,Flat,180,Team_B,Bat,70.69,266.49,140,Team_B,8,15,0,1,0,1,0,0,0,0
M0199,3/6/2026,Kolkata,Zimbabwe,Afghanistan,Group,14,8,68.71,63.91,8,8,0,0,Spin-Friendly,165,Team_B,Bat,167.45,216.94,136,Team_B,19,0,5,1,2,1,0,0,0,0
M0200,2/21/2026,Colombo,Pakistan,Sri Lanka,Group,4,9,73.12,73.21,12,8,0,1,Spin-Friendly,160,Team_B,Field,277.85,226.81,195,Team_A,13,16,2,1,2,1,1,0,1,1
M0201,2/25/2026,Mumbai,India,Oman,Group,1,16,80.32,42.47,20,1,1,0,Flat,175,Team_A,Bat,312.23,128.24,179,Team_A,5,11,6,1,0,0,0,1,0,1
M0202,2/20/2026,Kandy,Nepal,Zimbabwe,Super8,19,14,46.37,49.45,3,13,0,0,Pace-Friendly,162,Team_B,Bat,75.59,135.68,170,Team_B,8,19,4,3,1,1,0,0,0,0
M0203,2/22/2026,Kolkata,England,Netherlands,Group,3,11,65.53,65.37,8,2,0,0,Spin-Friendly,165,Team_A,Bat,273.79,180.5,169,Team_A,4,9,5,1,2,0,0,1,0,1
M0204,2/17/2026,Mumbai,Australia,Bangladesh,Group,2,10,84.07,75.11,7,2,0,0,Flat,175,Team_A,Bat,305.49,207.9,206,Team_A,1,2,6,1,0,0,0,1,0,1
M0205,2/10/2026,Colombo,Sri Lanka,Namibia,Group,9,15,68.56,73.65,12,2,1,0,Spin-Friendly,160,Team_B,Bat,231.4,166.84,177,Team_A,16,7,2,1,2,1,0,0,0,1
M0206,3/3/2026,Colombo,West Indies,New Zealand,Group,7,5,59.46,75.59,3,6,0,0,Spin-Friendly,160,Team_A,Field,215.9,243.06,156,Team_B,18,10,2,1,2,0,1,1,1,0
M0207,2/14/2026,Kolkata,Ireland,Canada,Super8,12,18,55.79,43.23,16,14,0,0,Spin-Friendly,165,Team_A,Field,155.06,96.94,165,Team_A,6,3,5,3,2,0,1,1,1,1
M0208,2/20/2026,Mumbai,Netherlands,New Zealand,Group,11,5,68.38,63.86,7,15,0,0,Flat,175,Team_B,Field,198.3,261.74,204,Team_B,9,10,6,1,0,1,1,0,1,0
M0209,2/14/2026,Kandy,Scotland,Australia,Group,13,2,57.81,65.03,9,12,0,0,Pace-Friendly,162,Team_A,Field,162.26,288.34,182,Team_B,14,1,4,1,1,0,1,1,1,0
M0210,2/10/2026,Delhi,Sri Lanka,Scotland,Group,9,13,64.3,41.08,0,1,0,0,Pace-Friendly,170,Team_A,Field,210.78,159.9,219,Team_A,16,14,3,1,1,0,1,1,1,1
M0211,2/21/2026,Delhi,England,Pakistan,Group,3,4,81.66,56.39,1,2,0,0,Pace-Friendly,170,Team_A,Field,297.08,265.59,171,Team_A,4,13,3,1,1,0,1,1,1,1
M0212,3/4/2026,Chennai,Sri Lanka,South Africa,Group,9,6,61.5,69.8,0,1,0,0,Spin-Friendly,155,Team_B,Bat,211.02,235.0,156,Team_B,16,15,1,1,2,1,0,0,0,0
M0213,2/21/2026,Delhi,South Africa,New Zealand,Group,6,5,86.7,75.95,11,10,0,0,Pace-Friendly,170,Team_B,Field,265.78,259.06,199,Team_A,15,10,3,1,1,1,1,0,1,1
M0214,2/13/2026,Colombo,PNG,England,Group,20,3,27.5,64.94,0,18,0,0,Spin-Friendly,160,Team_A,Bat,59.28,267.95,171,Team_B,12,4,2,1,2,0,0,1,0,0
M0215,3/8/2026,Ahmedabad,Sri Lanka,Zimbabwe,Group,9,14,66.25,63.33,18,10,0,0,Flat,180,Team_A,Field,223.7,151.32,183,Team_A,16,19,0,1,0,0,1,1,1,1
M0216,3/3/2026,Kolkata,Netherlands,Oman,Super8,11,16,61.81,41.64,3,1,0,0,Spin-Friendly,165,Team_B,Bat,178.1,111.12,217,Team_B,9,11,5,3,2,1,0,0,0,0
M0217,2/19/2026,Chennai,Ireland,Namibia,Group,12,15,78.62,64.08,1,1,0,0,Spin-Friendly,155,Team_A,Field,183.62,149.51,170,Team_A,6,7,1,1,2,0,1,1,1,1
M0218,2/19/2026,Delhi,Australia,Afghanistan,Group,2,8,89.16,59.51,9,7,0,0,Pace-Friendly,170,Team_A,Field,313.87,221.33,152,Team_A,1,0,3,1,1,0,1,1,1,1
M0219,2/16/2026,Ahmedabad,Netherlands,Zimbabwe,Group,11,14,52.83,35.33,11,3,0,0,Flat,180,Team_B,Bat,182.67,118.41,198,Team_A,9,19,0,1,0,1,0,0,0,1
M0220,2/11/2026,Mumbai,Afghanistan,Sri Lanka,Group,8,9,84.62,53.23,3,5,0,0,Flat,175,Team_A,Field,232.81,189.56,190,Team_A,0,16,6,1,0,0,1,1,1,1
M0221,2/28/2026,Kandy,Australia,Pakistan,Group,2,4,95.0,89.43,9,4,0,0,Pace-Friendly,162,Team_A,Bat,307.71,282.04,175,Team_A,1,13,4,1,1,0,0,1,0,1
M0222,2/26/2026,Chennai,Netherlands,Pakistan,Group,11,4,41.04,75.7,10,11,0,0,Spin-Friendly,155,Team_A,Bat,158.11,261.75,149,Team_A,9,13,1,1,2,0,0,1,0,1
M0223,2/13/2026,Delhi,Pakistan,PNG,Group,4,20,62.3,13.28,23,1,0,0,Pace-Friendly,170,Team_A,Bat,265.95,41.05,138,Team_A,13,12,3,1,1,0,0,1,0,1
M0224,2/25/2026,Colombo,West Indies,Namibia,Group,7,15,77.0,59.78,8,2,0,0,Spin-Friendly,160,Team_B,Bat,233.81,141.0,189,Team_A,18,7,2,1,2,1,0,0,0,1
M0225,2/14/2026,Delhi,Nepal,Scotland,Group,19,13,43.0,53.96,3,10,0,0,Pace-Friendly,170,Team_B,Bat,85.84,157.39,149,Team_B,8,14,3,1,1,1,0,0,0,0
M0226,3/8/2026,Colombo,Bangladesh,England,Group,10,3,58.96,91.68,2,3,0,0,Spin-Friendly,160,Team_B,Field,198.39,291.7,138,Team_A,2,4,2,1,2,1,1,0,1,1
M0227,2/28/2026,Colombo,South Africa,Netherlands,Group,6,11,77.37,57.19,11,1,0,0,Spin-Friendly,160,Team_B,Field,251.35,178.69,162,Team_A,15,9,2,1,2,1,1,0,1,1
M0228,3/3/2026,Kolkata,Pakistan,Nepal,Group,4,19,72.9,37.96,16,1,0,0,Spin-Friendly,165,Team_B,Bat,278.06,67.93,142,Team_A,13,8,5,1,2,1,0,0,0,1
M0229,3/4/2026,Kolkata,Zimbabwe,Pakistan,Group,14,4,58.66,73.64,4,10,0,0,Spin-Friendly,165,Team_A,Field,141.8,269.92,142,Team_B,19,13,5,1,2,0,1,1,1,0
M0230,2/19/2026,Kolkata,Nepal,Oman,Super8,19,16,50.33,45.5,3,4,0,0,Spin-Friendly,165,Team_B,Bat,82.2,114.0,180,Team_B,8,11,5,3,2,1,0,0,0,0
M0231,2/18/2026,Kandy,PNG,Scotland,Group,20,13,43.76,52.33,1,1,0,0,Pace-Friendly,162,Team_A,Bat,73.9,150.9,151,Team_B,12,14,4,1,1,0,0,1,0,0
M0232,3/6/2026,Ahmedabad,Nepal,Ireland,Group,19,12,39.52,78.1,0,2,0,0,Flat,180,Team_A,Field,84.47,210.16,167,Team_B,8,6,0,1,0,0,1,1,1,0
M0233,2/22/2026,Kolkata,New Zealand,Pakistan,Group,5,4,70.17,87.75,1,5,0,0,Spin-Friendly,165,Team_B,Bat,248.34,291.37,145,Team_B,10,13,5,1,2,1,0,0,0,0
M0234,3/2/2026,Kolkata,South Africa,Ireland,Group,6,12,81.62,50.32,2,1,0,0,Spin-Friendly,165,Team_B,Field,256.2,158.3,125,Team_A,15,6,5,1,2,1,1,0,1,1
M0235,3/8/2026,Chennai,Nepal,Namibia,Group,19,15,52.83,51.22,3,4,0,0,Spin-Friendly,155,Team_B,Field,85.04,129.98,168,Team_B,8,7,1,1,2,1,1,0,1,0
M0236,2/16/2026,Mumbai,Sri Lanka,England,Group,9,3,77.09,70.32,5,3,0,0,Flat,175,Team_B,Bat,222.0,271.61,180,Team_B,16,4,6,1,0,1,0,0,0,0
M0237,2/22/2026,Colombo,West Indies,Ireland,Group,7,12,86.73,68.8,13,11,0,0,Spin-Friendly,160,Team_B,Field,257.66,177.27,139,Team_A,18,6,2,1,2,1,1,0,1,1
M0238,3/6/2026,Delhi,Bangladesh,Zimbabwe,Group,10,14,71.83,60.56,5,2,0,0,Pace-Friendly,170,Team_A,Bat,203.95,151.33,172,Team_A,2,19,3,1,1,0,0,1,0,1
M0239,2/20/2026,Colombo,New Zealand,Australia,Group,5,2,92.63,67.32,2,7,0,0,Spin-Friendly,160,Team_A,Bat,277.36,283.25,164,Team_A,10,1,2,1,2,0,0,1,0,1
M0240,2/22/2026,Kolkata,Canada,Zimbabwe,Super8,18,14,48.65,53.55,8,9,0,0,Spin-Friendly,165,Team_B,Bat,86.55,146.58,178,Team_B,3,19,5,3,2,1,0,0,0,0
M0241,3/2/2026,Colombo,Scotland,South Africa,Group,13,6,67.87,95.0,6,9,0,0,Spin-Friendly,160,Team_B,Bat,160.63,271.77,166,Team_B,14,15,2,1,2,1,0,0,0,0
M0242,2/24/2026,Colombo,India,Zimbabwe,Group,1,14,95.0,57.51,13,2,0,0,Spin-Friendly,160,Team_A,Field,339.54,146.16,115,Team_A,5,19,2,1,2,0,1,1,1,1
M0243,2/23/2026,Ahmedabad,USA,South Africa,Group,17,6,60.97,69.77,0,1,0,0,Flat,180,Team_A,Field,127.74,246.25,165,Team_B,17,15,0,1,0,0,1,1,1,0
M0244,2/11/2026,Chennai,Ireland,Sri Lanka,SemiFinal,12,9,51.37,43.7,13,13,0,0,Spin-Friendly,155,Team_A,Bat,171.11,207.07,157,Team_A,6,16,1,2,2,0,0,1,0,1
M0245,2/18/2026,Chennai,USA,PNG,Final,17,20,52.04,41.76,0,1,0,0,Spin-Friendly,155,Team_B,Field,111.82,61.44,141,Team_A,17,12,1,0,2,1,1,0,1,1
M0246,2/7/2026,Chennai,PNG,Nepal,Super8,20,19,37.98,49.24,0,0,0,0,Spin-Friendly,155,Team_B,Field,70.95,78.47,183,Team_A,12,8,1,3,2,1,1,0,1,1
M0247,2/28/2026,Colombo,Nepal,Sri Lanka,Group,19,9,34.0,57.22,1,12,0,1,Spin-Friendly,160,Team_A,Bat,82.23,197.89,178,Team_B,8,16,2,1,2,0,0,1,0,0
M0248,2/26/2026,Kolkata,Pakistan,Afghanistan,Group,4,8,61.88,74.34,7,9,0,0,Spin-Friendly,165,Team_B,Field,266.06,251.54,137,Team_A,13,0,5,1,2,1,1,0,1,1
M0249,2/19/2026,Mumbai,Bangladesh,Scotland,Group,10,13,73.07,54.8,8,6,0,0,Flat,175,Team_A,Field,209.89,159.49,155,Team_A,2,14,6,1,0,0,1,1,1,1
M0250,2/9/2026,Kandy,Bangladesh,West Indies,Group,10,7,59.78,72.22,11,9,0,0,Pace-Friendly,162,Team_A,Bat,198.69,241.74,187,Team_B,2,18,4,1,1,0,0,1,0,0
M0251,2/27/2026,Ahmedabad,Afghanistan,England,Group,8,3,56.65,86.86,0,0,0,0,Flat,180,Team_A,Bat,211.92,296.57,178,Team_B,0,4,0,1,0,0,0,1,0,0
M0252,2/25/2026,Mumbai,Canada,West Indies,Group,18,7,36.89,68.92,5,22,0,0,Flat,175,Team_A,Field,88.34,238.09,155,Team_B,3,18,6,1,0,0,1,1,1,0
M0253,3/1/2026,Kandy,Ireland,Oman,Group,12,16,47.46,39.32,15,13,0,0,Pace-Friendly,162,Team_B,Bat,166.49,118.52,182,Team_B,6,11,4,1,1,1,0,0,0,0
M0254,3/7/2026,Mumbai,Ireland,Bangladesh,Group,12,10,65.34,55.51,4,13,0,0,Flat,175,Team_A,Bat,181.5,199.6,174,Team_B,6,2,6,1,0,0,0,1,0,0
M0255,2/25/2026,Kolkata,Pakistan,Namibia,Super8,4,15,83.75,57.01,2,2,0,0,Spin-Friendly,165,Team_B,Field,287.78,157.31,122,Team_A,13,7,5,3,2,1,1,0,1,1
M0256,3/5/2026,Delhi,PNG,Namibia,Group,20,15,56.74,48.48,11,16,0,0,Pace-Friendly,170,Team_B,Field,86.44,139.3,213,Team_B,12,7,3,1,1,1,1,0,1,0
M0257,2/11/2026,Colombo,Netherlands,Scotland,Group,11,13,76.4,63.42,16,9,0,0,Spin-Friendly,160,Team_A,Field,189.48,162.86,105,Team_B,9,14,2,1,2,0,1,1,1,0
M0258,2/14/2026,Chennai,Pakistan,Bangladesh,Group,4,10,78.24,63.43,16,10,0,0,Spin-Friendly,155,Team_A,Bat,277.39,216.59,149,Team_A,13,2,1,1,2,0,0,1,0,1
M0259,3/3/2026,Chennai,Namibia,England,Group,15,3,44.58,62.8,2,8,0,0,Spin-Friendly,155,Team_A,Field,121.61,252.26,130,Team_B,7,4,1,1,2,0,1,1,1,0
M0260,2/18/2026,Kolkata,India,West Indies,Super8,1,7,71.06,61.31,11,6,1,0,Spin-Friendly,165,Team_B,Field,302.58,220.09,184,Team_A,5,18,5,3,2,1,1,0,1,1
M0261,3/3/2026,Ahmedabad,Namibia,Australia,Group,15,2,33.25,79.15,6,13,0,0,Flat,180,Team_B,Field,110.22,301.6,174,Team_B,7,1,0,1,0,1,1,0,1,0
M0262,2/19/2026,Kolkata,England,Zimbabwe,Group,3,14,77.04,32.38,15,7,0,0,Spin-Friendly,165,Team_A,Field,298.24,121.49,121,Team_A,4,19,5,1,2,0,1,1,1,1
